candidate_id,name,email,phone,submitted_at,salary_full_time,salary_part_time,has_salary_info,salary_ratio_pt_ft,available_full_time,available_part_time,availability_flexibility,both_available,total_experiences,unique_companies,has_big_tech,has_senior_role,has_lead_role,most_common_role_type,experience_diversity_score,company_prestige_score,avg_prestige_per_role,highest_education_level,total_degrees,has_cs_degree,has_top_school,has_high_gpa,total_skills,frontend_skills,backend_skills,mobile_skills,data_skills,cloud_skills,database_skills,devops_skills,language_skills,is_full_stack,high_demand_skills,skills_diversity_score,primary_skill_category,country,city,continent,timezone_group,is_major_tech_hub,experience_score,skills_score,education_score,market_value_score,completeness_score,detailed_experience_score,detailed_skills_score,detailed_education_score,detailed_skill_categories,detailed_is_full_stack,detailed_high_demand_count,detailed_has_tech_degree,detailed_top50_schools,detailed_top25_schools,overall_score,enhanced_overall_score,experience_level,enhanced_experience_level,original_skills,original_work_experiences,score_percentile,enhanced_score_percentile,salary_percentile,experience_percentile,value_tier,enhanced_value_tier,experience_tier,budget_category,value_for_money,enhanced_value_for_money
545,Mischievous Emu,mischievous-emu@example.com,923314721003,2025-01-28 17:42:16.000000,48434,0,True,0.0,True,True,2,True,2,2,False,False,False,Engineering,1.0,2,1.0,Bachelor's Degree,1,True,False,True,6,1,2,0,0,0,0,0,0,True,2,0.25,backend,Lahore,Lahore,Other,Other,False,16,16,10,20,12,8,14.5,20,"['frontend', 'backend']",True,2.0,True,0.0,0.0,72.0,74.5,Mid-Level,Entry-Level,"WebSockets, React, Express, GoLang, Agile, Node JS",Farmdar: Full Stack Developer; AQ Interactive: Full Stack Developer,59.58974358974359,55.12820512820513,3.3846153846153846,21.897435897435898,High,Low,Junior,Budget,1.4865590287814345,1.5381756617252345
546,Incredible Hedgehog,incredible-hedgehog@example.com,16138909966,2025-01-27 02:44:37.000000,143239,0,True,0.0,True,True,2,True,2,2,False,False,False,Other,1.0,2,1.0,Master's Degree,2,False,False,True,10,2,0,0,0,0,2,0,3,False,4,0.375,languages,Canada,Canada,North America,Americas,False,16,28,15,10,12,8,25.75,20,"['frontend', 'database', 'languages']",False,4.0,False,0.0,0.0,79.0,75.75,Mid-Level,Entry-Level,"PostgreSQL, Java, Python, MATLAB, HTML/CSS, JavaScript, Wix, Scala, SQL, SAP",Infosys: Consultant; Givex Canada: Python Developer,72.15384615384616,58.71794871794872,98.87179487179488,21.897435897435898,High,Low,Junior,Executive,0.5515257716124798,0.5288364202486753
547,Daring Viper,daring-viper@example.com,50661004000,2025-01-26 22:14:18.000000,88901,0,True,0.0,True,True,2,True,3,3,False,False,False,Analytics,1.0,3,1.0,Master's Degree,2,False,False,True,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Costa Rica,Costa Rica,Other,Other,False,24,0,15,20,10,12,0.0,20,,,,False,0.0,0.0,67.33333333333333,62.0,Senior,Junior,,Volio Capital: Financial Analyst; Citi: Financial Analyst; Moody's Analytics: Financial Analyst,49.64102564102564,30.461538461538463,41.53846153846154,40.35897435897436,Medium,Low,Mid,Standard,0.7573968046853616,0.6974049785716696
548,Courageous Narwhal,courageous-narwhal@example.com,,2025-01-27 06:46:10.000000,76141,0,True,0.0,True,True,2,True,1,1,False,True,True,Management,1.0,1,1.0,,0,False,False,False,6,0,0,0,1,1,0,0,0,False,1,0.25,data,Unknown,Unknown,Unknown,Unknown,False,8,14,0,20,10,9,11.5,0,"['data', 'cloud']",False,1.0,,,,50.333333333333336,50.5,Junior,Entry-Level,"Amazon Web Services, Project Management, Salesforce, ETL, Agile, Data Analysis",Optum: Senior Technical Project Manager,13.538461538461538,10.76923076923077,30.564102564102562,8.76923076923077,Medium,Low,Junior,Standard,0.6610542721179565,0.6632431935488107
549,Calm Flamingo,calm-flamingo@example.com,542236955785,2025-01-28 05:33:29.000000,136743,0,True,0.0,True,True,2,True,0,0,False,False,False,None,0.0,0,0.0,Bachelor's Degree,1,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Unknown,Unknown,Unknown,Unknown,False,0,0,10,15,7,0,0.0,15,,,,False,0.0,0.0,30.833333333333336,37.0,Entry-Level,Entry-Level,,,1.641025641025641,2.41025641025641,91.07692307692308,2.5128205128205128,Low,Low,Entry,Premium,0.2254838151373989,0.2705805781648786
550,Curious Snake,curious-snake@example.com,5547984850234,2025-01-27 03:27:41.000000,48564,0,True,0.0,True,True,2,True,3,3,False,True,False,Engineering,1.0,3,1.0,High School Diploma,1,True,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Brazil,Brazil,South America,Americas,False,24,0,2,20,10,17,0.0,10,,,,True,0.0,0.0,54.333333333333336,57.0,Senior,Junior,,Whirlpool: Senior Software Engineer; Modular Agency: Full Stack Developer; Adsomos: Full Stack Developer,18.974358974358974,21.17948717948718,3.5897435897435894,40.35897435897436,Medium,Low,Mid,Budget,1.1187985613485985,1.1737089201877935
551,,intelligent-viper@example.com,5492236914591,2025-01-28 19:31:20.000000,51018,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,3,1.0,Doctorate,3,True,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Argentina,Argentina,South America,Americas,False,24,0,20,20,8,12,0.0,30,,,,True,0.0,0.0,70.66666666666667,70.0,Senior,Junior,,Crunch DNA: Frontend Engineer; Agenddo: Full Stack Developer; Henry Bootcamp: Tutor,57.53846153846154,46.76923076923077,6.256410256410256,40.35897435897436,High,Low,Mid,Budget,1.385132044899186,1.3720647614567407
552,Trustworthy Hamster,trustworthy-hamster@example.com,,2025-01-28 06:31:32.000000,140212,0,True,0.0,True,True,2,True,4,4,False,False,False,Other,1.0,4,1.0,Bachelor's Degree,1,False,False,False,1,0,0,0,0,0,0,0,0,False,0,0.0,None,Chicago,Chicago,Other,Other,False,25,2,10,15,11,16,1.0,15,[],False,0.0,False,0.0,0.0,61.16666666666667,58.0,Senior,Junior,Content Creation,McGuffin Creative Group: Writer; LoSasso Integrated Marketing: Writer; NogginLabs / EY: Writer; O'Brien International: Marketing Specialist,32.51282051282051,23.692307692307693,94.97435897435898,57.128205128205124,Medium,Low,Mid,Executive,0.43624416359988216,0.41365931589307625
553,,energetic-quail@example.com,37257236274,2025-01-28 23:19:06.000000,53755,0,True,0.0,True,True,2,True,8,8,False,False,True,Other,1.0,8,1.0,Bachelor's Degree,4,True,False,True,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Tallinn,Tallinn,Other,Other,False,25,0,10,20,8,20,0.0,20,,,,True,0.0,0.0,61.666666666666664,68.0,Senior,Junior,,Senior Group: Marketing Specialist; New Media Services: Customer Support; Swap Pie: Business Manager; DPD: Data Analyst; COOP: Business Manager; Sport Module: Data Analyst; Stockmann: Customer Support; Lagos State Ministry of Education: Consultant,33.282051282051285,42.205128205128204,9.12820512820513,88.2051282051282,Medium,Low,Senior,Budget,1.1471801072768424,1.2649986047809505
554,,optimistic-koala@example.com,18045405583282,2025-01-28 11:06:29.000000,97096,0,True,0.0,True,True,2,True,2,2,False,False,False,Engineering,1.0,2,1.0,Master's Degree,2,True,True,True,10,1,2,0,0,1,0,0,2,True,5,0.5,backend,Virginia,Virginia,Other,Other,False,16,30,15,20,10,8,30.0,30,"['frontend', 'backend', 'cloud', 'languages']",True,5.0,True,1.0,0.0,89.33333333333333,98.0,Mid-Level,Entry-Level,"UI/UX Design, Node JS, Flask, React, Agile, Amazon Web Services, Wireframing, Java, REST APIs, Python",CCC Intelligent Solutions: Software Developer Intern; HSBC Software Development: Software Engineer,87.74358974358975,87.74358974358975,49.43589743589744,21.897435897435898,Excellent,Medium,Junior,Standard,0.9200516327483452,1.0093103732388564
555,Mighty Viper,mighty-viper@example.com,5515996212806,2025-01-27 18:07:08.000000,73335,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,3,1.0,Bachelor's Degree,1,True,False,False,3,0,0,0,1,0,0,0,0,False,1,0.125,data,Brazil,Brazil,South America,Americas,False,24,8,10,20,12,12,7.25,20,['data'],False,1.0,True,0.0,0.0,72.0,71.25,Senior,Junior,"Machine Learning, UI/UX Design, Web Scraping",Leonardo Passos ME: Full Stack Developer; IG Tecnologia: Web Developer; DNA Financeiro: Software Developer Intern,59.58974358974359,49.58974358974359,28.205128205128204,40.35897435897436,High,Low,Mid,Standard,0.9817958682757211,0.9715688279811824
556,Gentle Jellyfish,gentle-jellyfish@example.com,,2025-01-29 01:08:04.000000,65966,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,3,1.0,,6,False,False,False,9,3,2,0,0,1,0,0,1,True,2,0.5,frontend,Argentina,Argentina,South America,Americas,False,24,22,0,20,11,12,20.0,0,"['frontend', 'backend', 'cloud', 'languages']",True,2.0,False,0.0,0.0,75.16666666666667,63.0,Senior,Junior,"Microservices, Amazon Web Services, C#, PHP, React, Express, HTML/CSS, Angular, NET",WeCheck AI: Software Developer; GOL-BALL: Software Developer; Accenture: Consultant,66.35897435897435,32.56410256410256,20.717948717948715,40.35897435897436,High,Low,Mid,Standard,1.1394758916209362,0.9550374435315163
557,Joyful Urchin,joyful-urchin@example.com,2347013795259,2025-01-26 06:08:13.000000,101800,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,3,1.0,Bachelor's Degree,1,True,False,False,5,3,0,1,0,0,0,0,1,False,2,0.375,frontend,Lagos,Lagos,Other,Other,False,24,14,10,15,12,12,14.75,20,"['frontend', 'mobile', 'languages']",False,2.0,True,0.0,0.0,73.0,73.75,Senior,Junior,"GraphQL, Next JS, React, React Native, TypeScript",Gird Finance: Frontend Engineer; Masters Energy Oil and Gas: IT Support Specialist; Pitch Labs: Full Stack Developer,61.38461538461538,53.333333333333336,54.769230769230774,40.35897435897436,High,Low,Mid,Premium,0.7170923379174853,0.7244597249508841
558,Imaginative Ostrich,imaginative-ostrich@example.com,5276182993650,2025-01-27 05:36:56.000000,125861,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,3,1.0,Bachelor's Degree,1,True,False,False,5,1,0,0,0,0,1,0,1,False,2,0.375,frontend,Mexico,Mexico,North America,Other,False,24,14,10,15,12,12,14.75,20,"['frontend', 'database', 'languages']",False,2.0,True,0.0,0.0,73.0,73.75,Senior,Junior,"Excel, Java, SQL, Agile, Angular",TATA Consultancy Services: Consultant; Universidad Juarez del Estado de Durango: Software Developer; Quarksoft: Software Developer,61.38461538461538,53.333333333333336,80.92307692307692,40.35897435897436,High,Low,Mid,Premium,0.580004926069235,0.5859638807891245
559,Calm Fox,calm-fox@example.com,40735558718,2025-01-27 08:40:03.000000,141633,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,3,1.0,,2,False,False,True,9,4,0,0,0,1,1,1,3,False,4,0.625,frontend,Romania,Romania,Other,Other,False,24,26,0,15,12,12,27.25,0,"['frontend', 'database', 'cloud', 'devops', 'languages']",False,4.0,False,0.0,0.0,75.0,66.25,Senior,Junior,"JavaScript, Rust, Redux, MongoDB, Docker, HTML/CSS, React, Java, Vue JS",Freelancer: Frontend Engineer; EveryMatrix: Frontend Engineer; Primcast Europe: Frontend Engineer,65.6923076923077,39.02564102564103,97.02564102564104,40.35897435897436,High,Low,Mid,Executive,0.5295376077609032,0.46775822018879776
560,Spirited Cat,spirited-cat@example.com,8801303256837,2025-01-27 21:13:53.000000,139443,0,True,0.0,True,True,2,True,1,1,False,False,False,Engineering,1.0,1,1.0,Bachelor's Degree,1,True,False,True,6,1,0,0,0,0,2,0,1,False,1,0.375,database,Bangladesh,Bangladesh,Asia,Asia,False,8,14,10,20,12,4,12.75,20,"['frontend', 'database', 'languages']",False,1.0,True,0.0,0.0,62.0,68.75,Junior,Entry-Level,"SQL, MongoDB, C#, ETL, NET, Angular",Bdjobs.com: Software Developer,34.0,43.53846153846154,94.15384615384616,8.76923076923077,Medium,Low,Junior,Premium,0.4446261196331117,0.4930329955609101
561,Courageous Newt,courageous-newt@example.com,5531993385200,2025-01-27 10:15:47.000000,61622,0,True,0.0,True,True,2,True,8,7,False,False,False,Engineering,0.875,8,1.0,High School Diploma,1,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Belo Horizonte,Belo Horizonte,Other,Other,False,25,0,2,20,10,20,0.0,5,,,,False,0.0,0.0,55.333333333333336,55.0,Senior,Junior,,Planhat: Software Developer; 0xGameStudio: Software Developer; Criptonomia: Software Developer; SysMap: Software Developer; Nebula Sistemas: Software Developer; Avenue Code: Software Developer; Teknisa Service: Software Developer; Teknisa Service: Software Developer Intern,20.82051282051282,17.94871794871795,16.71794871794872,88.2051282051282,Medium,Low,Senior,Standard,0.8979477026603053,0.8925383791503034
562,Courageous Jaguar,courageous-jaguar@example.com,5562983292063,2025-01-27 16:11:14.000000,83487,0,True,0.0,True,True,2,True,6,6,False,False,False,Other,1.0,6,1.0,Master's Degree,4,False,False,True,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Goiânia,Goiânia,Other,Other,False,25,0,15,20,10,20,0.0,20,,,,False,0.0,0.0,68.33333333333333,70.0,Senior,Junior,,ENACOM: Data Scientist; IFGOIANO: Teacher; Cognitivo.ai: Consultant; Unisoma Computação: Data Scientist; Engemil Engineering: Engineering Domain Expert; Cite IFG - Centro de Inovação Tecnológica: Consultant,53.84615384615385,46.76923076923077,35.58974358974359,76.61538461538461,Medium,Low,Senior,Standard,0.8184907031434036,0.83845389102495
563,Calm Octopus,calm-octopus@example.com,19378299103,2025-01-27 14:59:11.000000,136774,0,True,0.0,True,True,2,True,8,7,False,True,False,Engineering,0.875,12,1.5,Master's Degree,2,True,False,True,5,0,0,0,1,0,0,0,2,False,1,0.25,languages,Madison,Madison,Other,Other,False,25,12,15,15,12,25,10.5,25,"['data', 'languages']",False,1.0,True,0.0,0.0,77.0,87.5,Senior,Mid-Level,"C++, MATLAB, Python, Data Analysis, C",Johnson & Johnson: Software Engineer; ITC Infotech: Embedded Systems Engineer; Freedom Communication Technologies: Embedded Systems Engineer; General Dynamics: Embedded Systems Engineer; Lockheed Martin: Data Analyst; ITT Technical Institute: Tutor; Lockheed Martin: Senior System Administrator; Defense Research Associate: Data Analyst,69.48717948717949,76.41025641025641,91.17948717948718,94.56410256410255,High,Medium,Senior,Premium,0.5629724947723983,0.6397414713322708
564,Sincere Monkey,sincere-monkey@example.com,49716738536,2025-01-29 00:13:41.000000,71489,0,True,0.0,True,True,2,True,5,5,False,True,False,Engineering,1.0,5,1.0,Bachelor's Degree,1,True,False,False,13,7,2,0,0,1,0,0,4,True,6,0.5,frontend,Germany,Germany,Europe,Europe,False,25,30,10,15,12,25,33.0,20,"['frontend', 'backend', 'cloud', 'languages']",True,6.0,True,0.0,0.0,90.0,105.0,Senior,Mid-Level,"Bootstrap, JavaScript, Vue JS, Jest, HTML/CSS, Express, React, Java, Python, Google Cloud Platform, Node JS, Angular, TypeScript",Pabolo.ai: Senior Software Engineer; EPAM Systems: Senior Software Engineer; Renessans Life: Frontend Engineer; A2Design: Frontend Engineer; BurningButtons: Frontend Engineer,88.71794871794872,93.64102564102565,26.256410256410255,68.92307692307692,Excellent,Medium,Mid,Standard,1.2589349410398802,1.4687574312131935
565,Trustworthy Quokka,trustworthy-quokka@example.com,8801688016883,2025-01-28 21:51:28.000000,115867,0,True,0.0,True,True,2,True,3,3,False,True,False,Engineering,1.0,3,1.0,,0,False,False,False,1,1,0,0,0,0,0,0,0,False,0,0.125,frontend,Dhaka,Dhaka,Other,Other,False,24,2,0,15,12,17,2.25,0,['frontend'],False,0.0,,,,51.0,46.25,Senior,Junior,Vue JS,GoZayaan: Senior Frontend Engineer; Flow Digital: Frontend Engineer; Codeboxr: Frontend Engineer,14.000000000000002,7.076923076923077,70.15384615384616,40.35897435897436,Medium,Low,Mid,Premium,0.44015983843544754,0.39916455936547934
566,Optimistic Ostrich,optimistic-ostrich@example.com,1514385268457,2025-01-28 19:49:35.000000,101673,0,True,0.0,True,True,2,True,3,1,False,True,True,Engineering,0.3333333333333333,3,1.0,Bachelor's Degree,1,True,False,False,7,1,0,0,0,0,0,1,1,False,1,0.375,frontend,Canada,Canada,North America,Americas,False,24,16,10,10,12,17,13.75,20,"['frontend', 'devops', 'languages']",False,1.0,True,0.0,0.0,70.0,72.75,Senior,Junior,"REST APIs, Agile, Java, Splunk, Angular, Microservices, Jenkins",Tech Mahindra: Lead Software Engineer; Tech Mahindra: Lead Software Engineer; Tech Mahindra: Full Stack Developer,56.97435897435897,51.69230769230769,54.56410256410257,40.35897435897436,Medium,Low,Mid,Premium,0.688481701139929,0.7155291965418548
567,Sassy Lemur,sassy-lemur@example.com,88015121401368,2025-01-28 13:05:44.000000,120281,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,3,1.0,Bachelor's Degree,1,True,False,False,8,3,1,0,0,0,2,0,3,True,5,0.5,frontend,Dhaka,Dhaka,Other,Other,False,24,26,10,15,12,12,28.0,20,"['frontend', 'backend', 'database', 'languages']",True,5.0,True,0.0,0.0,85.0,87.0,Senior,Junior,"JavaScript, Java, SQL, PostgreSQL, Next JS, Django, React, Python",Nexalinx: Software Engineer; Binary Quest: Software Developer Intern; Quantum Method: Web Developer,81.7948717948718,75.6923076923077,74.05128205128206,40.35897435897436,High,Medium,Mid,Premium,0.70667852778078,0.72330625784621
568,Hilarious Hamster,hilarious-hamster@example.com,49,2025-01-26 17:31:53.000000,62080,0,True,0.0,True,True,2,True,2,2,False,True,False,Analytics,1.0,2,1.0,Bachelor's Degree,1,False,False,False,11,4,1,0,0,0,2,0,2,True,4,0.5,frontend,Germany,Germany,Europe,Europe,False,16,28,10,15,12,13,28.0,15,"['frontend', 'backend', 'database', 'languages']",True,4.0,False,0.0,0.0,79.0,83.0,Mid-Level,Junior,"JavaScript, HTML/CSS, Node JS, PostgreSQL, Splunk, SQL, Agile, Java, REST APIs, Angular, Bootstrap",Accenture: Senior Data Analyst; Sailotech: Data Analyst,72.15384615384616,70.46153846153847,17.23076923076923,21.897435897435898,High,Medium,Junior,Standard,1.2725515463917527,1.3369845360824744
569,Courageous Lemur,courageous-lemur@example.com,55411997813624,2025-01-27 12:50:33.000000,85122,0,True,0.0,True,True,2,True,5,5,False,True,False,Engineering,1.0,5,1.0,Bachelor's Degree,1,True,True,True,6,1,2,0,0,0,2,0,1,True,4,0.5,backend,Sao Paulo,Sao Paulo,Other,Other,False,25,20,10,20,12,25,23.0,25,"['frontend', 'backend', 'database', 'languages']",True,4.0,True,1.0,0.0,85.0,105.0,Senior,Mid-Level,"Node JS, Python, React, SQL, Flask, PostgreSQL",Idwall: Senior Security Engineer; Loft: Security Engineer; Credihome by Loft: Software Engineer; Compensa: Software Engineer; CEPI - Getúlio Vargas Foundation FGV: Software Engineer,81.7948717948718,93.64102564102565,37.53846153846154,68.92307692307692,High,Medium,Mid,Standard,0.9985667629989897,1.2335236484105168
570,Agile Tapir,agile-tapir@example.com,58214127442336,2025-01-26 06:43:45.000000,81978,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,3,1.0,Bachelor's Degree,2,False,False,False,6,2,1,0,0,0,0,0,3,True,3,0.375,languages,Maracay,Maracay,Other,Other,False,24,18,10,20,12,12,18.75,15,"['frontend', 'backend', 'languages']",True,3.0,False,0.0,0.0,82.0,77.75,Senior,Junior,"Django, HTML/CSS, Java, JavaScript, Python, UI/UX Design",Preludio Academia: Web Developer; USECHIN: Software Developer; BASF Venezolana: Software Developer,76.61538461538461,61.89743589743589,34.46153846153846,40.35897435897436,High,Low,Mid,Standard,1.0002683646832078,0.9484251872453586
571,Noble Goat,noble-goat@example.com,19043432443,2025-01-27 07:52:51.000000,100940,0,True,0.0,True,True,2,True,5,5,False,False,False,Other,1.0,5,1.0,Juris Doctor (J.D),2,False,False,True,0,0,0,0,0,0,0,0,0,False,0,0.0,None,United States,United States,North America,Americas,False,25,0,0,10,10,20,0.0,0,,,,False,0.0,0.0,43.333333333333336,40.0,Senior,Junior,,"Henrichsen Law Group: Associate Vice President; Lengea Law: Associate Vice President; Barrett & Farahany: Legal Specialist; Dream Finders Homes: Associate Vice President; The Law Offices of Archibald J. Thomas, III: Associate Vice President",6.666666666666667,3.4871794871794872,53.43589743589744,68.92307692307692,Low,Low,Mid,Premium,0.4292979327653392,0.3962750148603131
572,Strong Quail,strong-quail@example.com,14167995237,2025-01-27 03:12:04.000000,48172,0,True,0.0,True,True,2,True,5,5,False,True,True,Engineering,1.0,5,1.0,Bachelor's Degree,2,True,False,False,6,3,0,0,0,0,1,0,1,False,2,0.375,frontend,Toronto,Toronto,Other,Other,True,25,16,10,20,12,25,15.75,20,"['frontend', 'database', 'languages']",False,2.0,True,0.0,0.0,81.0,92.75,Senior,Mid-Level,"SQL, C#, HTML/CSS, React, Agile, Angular",Codelitt: Senior Full Stack Developer; pimentaGROUP: Tech Lead; SAVVYY: Software Developer; Encripta: Full Stack Developer; GlobalCad BR: Senior Software Engineer,74.76923076923076,82.3076923076923,2.769230769230769,68.92307692307692,High,Medium,Mid,Budget,1.6814747156024248,1.9253923441003074
573,Curious Giraffe,curious-giraffe@example.com,50373831941,2025-01-28 19:44:53.000000,64348,0,True,0.0,True,True,2,True,5,5,False,True,False,Analytics,1.0,5,1.0,Master's Degree,2,False,False,True,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Antiguo Cuscatlán,Antiguo Cuscatlán,Other,Other,False,25,0,15,20,10,25,0.0,20,,,,False,0.0,0.0,68.33333333333333,75.0,Senior,Mid-Level,,Dollarcity: Financial Analyst; Hugo Technologies: Senior Financial Analyst; Telefónica El Salvador: Financial Analyst; Technology Logistic Network: Financial Analyst; Davivienda Bank: Accountant,53.84615384615385,56.51282051282052,19.48717948717949,68.92307692307692,Medium,Low,Mid,Standard,1.0619340668448642,1.1655373904394852
574,Mischievous Elephant,mischievous-elephant@example.com,9053444763697,2025-01-28 02:00:59.000000,87188,0,True,0.0,True,True,2,True,3,3,False,False,False,Other,1.0,7,2.3333333333333335,Master's Degree,3,False,True,True,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Turkey,Turkey,Other,Other,False,24,0,15,20,10,12,0.0,25,,,,False,1.0,0.0,67.33333333333333,67.0,Senior,Junior,,Posso Agenzia: Legal Specialist; Bocconi University: Legal Intern; Economic Development Foundation: Intern,49.64102564102564,40.1025641025641,39.282051282051285,83.48717948717949,Medium,Low,Mid,Standard,0.7722775305470171,0.7684543744552003
575,Strong Jaguar,strong-jaguar@example.com,549353751564107,2025-01-28 04:18:49.000000,107464,0,True,0.0,True,True,2,True,2,2,False,False,False,Other,1.0,2,1.0,,1,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Argentina,Argentina,South America,Americas,False,16,0,0,20,10,8,0.0,0,,,,False,0.0,0.0,44.333333333333336,38.0,Mid-Level,Entry-Level,,Ministerio de Salud Pública: Recruitment Specialist; Unident: Executive Assistant,7.0256410256410255,3.0256410256410255,60.71794871794872,21.897435897435898,Low,Low,Junior,Premium,0.4125412541254126,0.3536067892503536
576,Enthusiastic Lemur,enthusiastic-lemur@example.com,526694460605,2025-01-27 02:50:20.000000,51343,0,True,0.0,True,True,2,True,2,2,False,False,False,Other,1.0,2,1.0,Bachelor's Degree,1,False,False,False,3,1,0,0,0,0,0,0,1,False,1,0.25,frontend,Mazatlán,Mazatlán,Other,Other,False,16,8,10,20,12,8,8.5,15,"['frontend', 'languages']",False,1.0,False,0.0,0.0,64.0,63.5,Mid-Level,Entry-Level,"Java, Angular, Microservices",Conalep: Teacher; Coppel: Software Developer,43.17948717948718,32.97435897435898,6.666666666666667,21.897435897435898,Medium,Low,Junior,Budget,1.2465185127475993,1.2367800868667587
577,Witty Cat,witty-cat@example.com,18034290942,2025-01-27 08:54:30.000000,81796,0,True,0.0,True,True,2,True,3,3,False,False,True,Management,1.0,3,1.0,Master's Degree,2,False,False,True,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Texas,Texas,Other,Other,False,24,0,15,20,10,12,0.0,20,,,,False,0.0,0.0,67.33333333333333,62.0,Senior,Junior,,Guidehouse: Associate Vice President; PricewaterhouseCoopers: Project Manager; Trustpoint International: Project Manager,49.64102564102564,30.461538461538463,34.256410256410255,40.35897435897436,Medium,Low,Mid,Standard,0.8231861378714525,0.7579832754657929
578,Fearless Viper,fearless-viper@example.com,18573130278,2025-01-29 03:41:53.000000,136110,0,True,0.0,True,True,2,True,4,3,False,False,False,Engineering,0.75,12,3.0,Master's Degree,2,True,False,True,13,0,1,1,0,1,2,1,4,False,3,0.75,languages,Boston,Boston,Other,Other,True,25,26,15,15,12,16,29.5,25,"['backend', 'mobile', 'database', 'cloud', 'devops', 'languages']",False,3.0,True,0.0,0.0,91.0,97.5,Senior,Junior,"SQL, Power Automate, Kubernetes, REST APIs, Swift, Rust, Excel, C++, Swift UI, Django, Java, PostgreSQL, Python",University of Massachusetts Boston: Software Engineer; University of Massachusetts Boston: Data Scientist; VICARA: Software Development Engineer 1 (SDE 1); Bitglaze Technologies: Software Developer Intern,90.25641025641026,87.23076923076924,90.35897435897436,94.56410256410255,Excellent,Medium,Mid,Premium,0.6685768863419292,0.7163323782234956
579,Adorable Monkey,adorable-monkey@example.com,55411993304426,2025-01-26 05:58:53.000000,94696,0,True,0.0,True,True,2,True,6,6,False,False,False,Other,1.0,6,1.0,High School Diploma,1,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Santo Andre,Santo Andre,Other,Other,False,25,0,2,20,10,20,0.0,5,,,,False,0.0,0.0,55.333333333333336,55.0,Senior,Junior,,Happy Scribe: Writer; Sonara: IT Support Specialist; ClearSale: Data Analyst; Teleperformance: Technical Support Engineer; Brazilian Army: Security Operations Analyst; Casas Bahia Group: Executive Assistant,20.82051282051282,17.94871794871795,47.48717948717949,76.61538461538461,Medium,Low,Senior,Standard,0.5843259834980711,0.5808059474529019
580,Kind Fox,kind-fox@example.com,14013624565,2025-01-27 22:09:41.000000,95094,0,True,0.0,True,True,2,True,3,3,False,False,False,Other,1.0,7,2.3333333333333335,Bachelor's Degree,1,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,United States,United States,North America,Americas,False,24,0,10,10,10,12,0.0,15,,,,False,0.0,0.0,52.333333333333336,47.0,Senior,Junior,,Capgemini: Software Engineer; Ascensus: Operational Specialist; New England Institute of Technology: Operational Specialist,15.384615384615385,7.487179487179488,47.794871794871796,83.48717948717949,Medium,Low,Mid,Standard,0.5503326533044497,0.49424779691673504
581,Hopeful Platypus,hopeful-platypus@example.com,92343487203355,2025-01-28 03:28:20.000000,83203,0,True,0.0,True,True,2,True,4,4,False,False,False,Engineering,1.0,4,1.0,Bachelor's Degree,1,True,False,True,19,6,2,1,0,2,1,3,4,True,7,0.875,frontend,Pakistan,Pakistan,Asia,Asia,False,25,30,10,20,12,16,38.75,20,"['frontend', 'backend', 'mobile', 'database', 'cloud', 'devops', 'languages']",True,7.0,True,0.0,0.0,95.0,106.75,Senior,Junior,"Figma, React, Java, JavaScript, MongoDB, React Native, Express, Jenkins, Next JS, TypeScript, Ruby on Rails, Redux, Docker, C++, HTML/CSS, Terraform, Bootstrap, Amazon Web Services, Node JS",Devsinc: DevOps Engineer; Creative Chaos: Frontend Engineer; Kpibar: Frontend Engineer; Codefier: Web Developer,96.41025641025641,95.43589743589743,35.28205128205128,57.128205128205124,Excellent,Medium,Mid,Standard,1.141785752917563,1.2830066223573668
